url,name,contentType,description,contentRating,genre,formattedDuration,releasedDate,Hours Viewed,actors,director,creator,audio,subtitle,numberOfSeasons,seasonStartDate,uniqId,scrapedAt
https://www.netflix.com/title/80168079,Icarus,Movie,"In his Oscar-winning film, an American cyclist plunges into a vast doping scandal involving a Russian scientist -- Putin's most-wanted whistleblower.",16,Documentaries,2h 1m,8/4/17,"1,000,000","Bryan Fogel, Grigory Rodchenkov",Bryan Fogel,,"English - Audio Description, English [Original]",English,,,65ad9a98-9d55-589c-92b6-c473f8bbdf7c,5/3/22 14:52
https://www.netflix.com/title/80002479,Peaky Blinders,TVSeries,"A notorious gang in 1919 Birmingham, England, is led by the fierce Tommy Shelby, a crime boss set on moving up in the world no matter the cost.",18,Period Pieces,,12/31/15,"61,100,000","Cillian Murphy, Sam Neill, Helen McCrory, Paul Anderson, Iddo Goldberg, Annabelle Wallis, Sophie Rundle, Tom Hardy, Joe Cole, Ned Dennehy, Andy Nyman, Charlie Creed-Miles, Charlotte Riley, David Dawson, Jeffrey Postlethwaite, Matthew Postlethwaite, Ian Peck, Tony Pitts, Aidan Gillen, Adrien Brody, Charlie Murphy, Aimee-Ffion Edwards, Anya Taylor-Joy, Sam Claflin",,Steven Knight,,,5,12/31/15,bf331d6b-e855-548c-8623-c6e04220c993,5/3/22 14:52
https://www.netflix.com/title/81037371,Emily in Paris,TVSeries,"After landing her dream job in Paris, Chicago marketing exec Emily Cooper embraces her adventurous new life while juggling work, friends and romance.",16,Romantic TV Comedies,,10/2/20,"48,300,000","Lily Collins, Philippine Leroy-Beaulieu, Ashley Park, Lucas Bravo, Kate Walsh, Samuel Arnold, Bruno Gouery, Camille Razat, Lucien Laviscount, Kevin Dias",,Darren Star,,,2,10/2/20,367989cb-8972-54ab-9a13-f7990f4e0395,5/3/22 14:52
https://www.netflix.com/title/81127997,The Power of the Dog,Movie,A domineering but charismatic rancher wages a war of intimidation on his brother's new wife and her teen son — until long-hidden secrets come to light.,16,US Movies,2h 8m,12/1/21,"4,800,000","Benedict Cumberbatch, Kirsten Dunst, Jesse Plemons, Kodi Smit-McPhee, Frances Conroy, Keith Carradine, Thomasin McKenzie, Geneviève Lemon",Jane Campion,,"English - Audio Description, English [Original]",English,,,c94082be-bac7-5dee-86bf-c957ccb8af91,5/3/22 14:52
https://www.netflix.com/title/81483977,Texas Chainsaw Massacre,Movie,"In this sequel, influencers looking to breathe new life into a Texas ghost town encounter Leatherface, an infamous killer who wears a mask of human skin.",18,US Movies,1h 23m,2/18/22,"2,100,000","Sarah Yarkin, Elsie Fisher, Mark Burnham, Jacob Latimore, Moe Dunford, Olwen Fouéré, Alice Krige, Jessica Allain, Nell Hudson",David Blue Garcia,,"English - Audio Description, English [Original], Hindi, Tamil, Telugu",English,,,6f0af68e-fda9-582c-aa7d-b1fe3e818cb7,5/3/22 14:52
https://www.netflix.com/title/81152777,Chosen,TVSeries,A 17-year-old girl finds her world turned upside down when she and her friends discover the disturbing truth lurking in their quiet Danish town.,18,TV Thrillers,,1/27/22,"27,600,000","Malaika Berenth Mosendane, Andrea Heick Gadeberg, Andreas Dittmer, Albert Rudbeck Lindhardt, Mohamed Djeziri, Magnus Juhl Andersen, Anders Heinrichsen, Line Kruse, Henrik Prip, Marie Louise Wille, Ken Vedsegaard",,"Jannik Tai Mosholt, Christian Potalivo",,,1,1/27/22,267f0f7e-53e5-52a4-aa2c-5768c7c5918f,5/3/22 14:52
https://www.netflix.com/title/80145143,Bordertown,TVSeries,A gifted detective takes a job in a small town so he can spend more time with his family. But he's soon drawn into a web of disturbing murder cases.,18,TV Mysteries,,7/15/18,"5,200,000","Ville Virtanen, Matleena Kuusniemi, Anu Sinisalo, Lenita Susi, Laura Malmivaara, Olivia Ainali, Ilkka Villi, Max Bremer, Matti Laine, Jasmin Hamid, Kristiina Halttu",,Miikko Oikkonen,,,3,7/15/18,eee0636f-48a9-5590-b746-5c6a81217fc7,5/3/22 14:52
https://www.netflix.com/title/81320168,Forgive Us Our Trespasses,Movie,"Targeted by Nazis as they hunt down and murder people with disabilities, a boy with a limb difference makes a daring decision while running for his life.",16,US Movies,14m,2/17/22,"500,000","Knox Gibson, Hanneke Talbot, Justin Mader",Ashley Eakin,,"English - Audio Description, English [Original], Hindi - Audio Description, Hindi","English, Hindi",,,f3ed4d6c-129a-5aa6-9ae4-f7a038ea55cf,5/3/22 14:52
https://www.netflix.com/title/81117189,MANK,Movie,1930s Hollywood is reevaluated through the eyes of scathing wit and alcoholic screenwriter Herman J. Mankiewicz as he races to finish “Citizen Kane.”,16,Movies Based on Real Life,2h 12m,12/4/20,"300,000","Gary Oldman, Amanda Seyfried, Charles Dance, Lily Collins, Arliss Howard, Tom Pelphrey, Sam Troughton, Ferdinand Kingsley, Tuppence Middleton, Tom Burke, Joseph Cross, Jamie McShane, Toby Leonard Moore, Monika Gossmann",David Fincher,,"English - Audio Description, English [Original], Hindi","English, English, Hindi",,,64e92249-c4eb-5ae9-8ae1-85db972ad367,5/3/22 14:52
https://www.netflix.com/title/81228573,Komi Can't Communicate,TVSeries,"At a high school full of unique characters, Tadano helps his shy and unsociable classmate Komi reach her goal of making friends with 100 people.",13,TV Shows Based on Manga,,10/21/21,"20,100,000","Aoi Koga, Gakuto Kajiwara, Rie Murakawa, Rina Hidaka, Rumi Okubo, Yukiyo Fujii, Ami Maeshima, Kenji Akabane, Yuga Sato, Kensho Ono, Sarah Emi Bridcutt, Junya Enoki, Maaya Uchida, Noriko Hidaka",,,,,1,10/21/21,36f545ec-4dc7-5171-a30b-1349ab5958b2,5/3/22 14:52
https://www.netflix.com/title/80027159,iZombie,TVSeries,A medical student-turned-zombie tries to retain her humanity by eating brains at the morgue and finds she has an uncanny new gift for solving crimes.,18,TV Mysteries,,4/30/16,"9,500,000","Rose McIver, Malcolm Goodwin, Rahul Kohli, Robert Buckley, David Anders, Aly Michalka, Bryce Hodgson, Robert Knepper",,"Diane Ruggiero-Wright, Rob Thomas",,,5,4/30/16,02c45fb5-3a06-5ba5-87bb-aef7f7e2d53c,5/3/22 14:52
https://www.netflix.com/title/81410539,The Privilege,Movie,A wealthy teen and his friends attending an elite private school uncover a dark conspiracy while looking into a series of strange supernatural events.,18,Teen Movies,1h 47m,2/9/22,"5,600,000","Max Schimmelpfennig, Lea van Acken, Tijan Marei, Milena Tscharntke, Lise Risom Olsen, Roman Knižka, Nadeshda Brennicke, Horst Janson, Rojan Juan Barani, Caroline Hartig, Maurice Lattke, Jeanette Spassova, Oleg Tikhomirov","Felix Fuchssteiner, Katharina Schöde",,"German - Audio Description, German [Original], English, Hindi","German, English, English",,,d140cd72-9349-5c1c-838a-68a59b6eb9a8,5/3/22 14:52
https://www.netflix.com/title/80995819,Inside Job,TVSeries,Lizard people? Real. The moon landing? Fake. Managing the world's conspiracies is a full-time job for an awkward genius and her dysfunctional co-workers.,18,TV Comedies,,10/22/21,"21,500,000","Lizzy Caplan, Christian Slater, Clark Duke, Tisha Campbell, Andrew Daly, Chris Diamantopoulos, John DiMaggio, Bobby Lee, Brett Gelman",,Shion Takeuchi,,,1,10/22/21,3656e04c-dffe-5dbb-8a5a-0fa4a0aeefd8,5/3/22 14:52
https://www.netflix.com/title/80240027,Virgin River,TVSeries,"Searching for a fresh start, a nurse practitioner moves from LA to a remote northern California town and is surprised by what -- and who -- she finds.",16,TV Shows Based on Books,,12/6/19,"35,800,000","Alexandra Breckenridge, Martin Henderson, Tim Matheson, Annette O'Toole, Colin Lawrence, Lauren Hammersley, Grayson Gurnsey, Benjamin Hollingsworth, Sarah Dugdale, Zibby Allen, Jenny Cooper, Marco Grazzini",,Sue Tenney,,,3,12/6/19,dff8f76a-36ac-5eb2-980f-938c86fb574d,5/3/22 14:52
https://www.netflix.com/title/80211559,I'm Thinking of Ending Things,Movie,Nothing is as it seems when a woman experiencing misgivings about her new boyfriend joins him on a road trip to meet his parents at their remote farm.,16,US Movies,2h 14m,9/4/20,"2,600,000","Jessie Buckley, Jesse Plemons, Toni Collette, David Thewlis, Guy Boyd",Charlie Kaufman,,"English - Audio Description, English [Original]",English,,,cfd11f86-0792-5720-b4f3-106e1bf5d4a7,5/3/22 14:52
https://www.netflix.com/title/81305952,The Woman in the House Across the Street from the Girl in the Window,TVSeries,"Mixing wine, pills, casseroles and an overactive imagination, Anna obsesses over a hunky neighbor across the street and witnesses a murder. Or did she?",18,TV Mysteries,,1/28/22,"11,900,000","Kristen Bell, Michael Ealy, Tom Riley, Samsara Yett, Mary Holland, Cameron Britton, Christina Anthony, Shelley Hennig, Benjamin Levy Aguilar, Brenda Koo",,"Rachel Ramras, Hugh Davidson, Larry Dorf",,,1,1/28/22,3099deea-7a2b-5180-acbc-31ddac4ca9e8,5/3/22 14:52
https://www.netflix.com/title/81388078,Through My Window,Movie,"Raquel's longtime crush on her next-door neighbor turns into something more when he starts developing feelings for her, despite his family's objections.",18,Romantic Movies,1h 53m,2/4/22,"33,000,000","Clara Galle, Julio Peña Fernández, Guillermo Lasheras, Natalia Azahara, Hugo Arbués, Eric Masip, Emilia Lazo, Abel Folk, Rachel Lascar, Pilar Castro",Marçal Forés,,"English, European Spanish - Audio Description, European Spanish [Original], Hindi","English, English, European Spanish",,,253f6ddd-b3e1-50be-9c70-7fc3cfef29a0,5/3/22 14:52
https://www.netflix.com/title/80133335,Call My Agent!,TVSeries,"At a top Paris talent firm, agents scramble to keep their star clients happy -- and their business afloat -- after an unexpected crisis.",16,TV Dramas,,12/20/16,"2,100,000","Camille Cottin, Thibault de Montalembert, Grégory Montel, Liliane Rovère, Assaad Bouab, Fanny Sidney, Laure Calamy, Nicolas Maury, Stéfi Celma, Ophélia Kolb",,Fanny Herrero,,,4,12/20/16,ae2f65c1-585d-5730-91b8-fffa89799cad,5/3/22 14:52
https://www.netflix.com/title/80222802,Archive 81,TVSeries,An archivist takes a job restoring damaged videotapes and gets pulled into the vortex of a mystery involving the missing director and a demonic cult.,18,TV Mysteries,,1/14/22,"8,400,000","Mamoudou Athie, Dina Shihabi, Matt McGorry, Evan Jonigkeit, Martin Donovan, Julia Chan, Ariana Neal",,,,,1,1/14/22,13f0c601-36e6-51fd-85d9-119d8e64721f,5/3/22 14:52
https://www.netflix.com/title/80986854,I Think You Should Leave with Tim Robinson,TVSeries,There is no such thing as an ordinary interaction in this offbeat sketch comedy series that features a deep roster of guest stars.,18,TV Comedies,,4/23/19,"4,100,000","Tim Robinson, Andy Samberg, Sam Richardson, Will Forte, Fred Willard, Cecily Strong, Tim Heidecker, Kate Berlant, Patti Harrison, Conner O'Malley",,"Tim Robinson, Zach Kanin",,,2,4/23/19,7a8dc4ac-f99c-5ccc-9dc4-fcb8a84bbeeb,5/3/22 14:52
https://www.netflix.com/title/80182016,The King,Movie,Wayward Prince Hal must turn from carouser to warrior king as he faces hostilities from inside and outside the castle walls in the battle for England.,18,US Movies,2h 20m,11/1/19,"400,000","Timothée Chalamet, Joel Edgerton, Robert Pattinson, Ben Mendelsohn, Sean Harris, Tom Glynn-Carney, Lily-Rose Depp, Thomasin McKenzie",David Michôd,,"English - Audio Description, English [Original], Hindi","English, Hindi",,,aad31f6d-c29a-533b-b483-5d6c9f2d7119,5/3/22 14:52
https://www.netflix.com/title/81272421,Downfall: The Case Against Boeing,Movie,Investigators reveal how Boeing’s alleged priority of profit over safety could have contributed to two catastrophic crashes within months of each other.,16,Documentaries,1h 29m,2/18/22,"3,500,000",,Rory Kennedy,,"English - Audio Description, English [Original]",English,,,e4377c48-798d-54e6-b9c7-40184eee3650,5/3/22 14:52
https://www.netflix.com/title/81092222,The Woman in the Window,Movie,"Confined to her home by agoraphobia, a psychologist becomes obsessed with her new neighbors — and solving a brutal crime she witnesses from her window.",18,US Movies,1h 41m,5/14/21,"6,400,000","Amy Adams, Gary Oldman, Anthony Mackie, Fred Hechinger, Wyatt Russell, Brian Tyree Henry, Jennifer Jason Leigh, Jeanine Serralles, Mariah Bozeman, Julianne Moore",Joe Wright,,"English - Audio Description, English [Original], Hindi","English, Hindi",,,387bdb51-a54b-5a24-8f36-2fd40116be19,5/3/22 14:52
https://www.netflix.com/title/80153467,Unbelievable,TVSeries,"After a young woman is accused of lying about a rape, two female detectives investigate a spate of eerily similar attacks. Inspired by true events.",18,TV Dramas,,9/13/19,"27,100,000","Toni Collette, Merritt Wever, Kaitlyn Dever, Dale Dickey, Scott Lawrence, Danielle Macdonald, Austin Hébert, Eric Lange, Elizabeth Marvel",,,,,1,9/13/19,ee9ee947-048b-50a2-bcfa-78fa5f3e268a,5/3/22 14:52
https://www.netflix.com/title/81424320,Passing,Movie,"In 1920s New York City, a Black woman finds her world upended when her life becomes intertwined with a former childhood friend who's passing as white.",16,US Movies,1h 39m,11/10/21,"800,000","Tessa Thompson, Ruth Negga, André Holland, Alexander Skarsgård",Rebecca Hall,,"English - Audio Description, English [Original], Hindi",English,,,346ecf0b-2831-5042-b2ca-245f9f33f7b2,5/3/22 14:52
https://www.netflix.com/title/70300800,BoJack Horseman,TVSeries,"Meet the most beloved sitcom horse of the '90s, 20 years later. He’s a curmudgeon with a heart of...not quite gold...but something like gold. Copper?",18,Sitcoms,,1/5/16,"13,600,000","Will Arnett, Aaron Paul, Amy Sedaris, Alison Brie, Paul F. Tompkins",,Raphael Bob-Waksberg,,,6,1/5/16,bd7db6fa-f50a-582c-b1b1-e1444dc130a4,5/3/22 14:52
https://www.netflix.com/title/80201680,The Kominsky Method,TVSeries,Acting coach Sandy Kominsky and best friend Norman Newlander keep each other laughing as they navigate the ups and downs of getting older.,18,Sitcoms,,11/16/18,"3,400,000","Michael Douglas, Alan Arkin, Sarah Baker, Nancy Travis, Susan Sullivan, Lisa Edelstein, Paul Reiser, Jane Seymour, Kathleen Turner, Haley Joel Osment, Melissa Tang, Graham Rogers, Casey Thomas Brown, Jenna Lyng Adams, Ashleigh LaThrop, Emily Osment, Ann-Margret, Danny DeVito",,Chuck Lorre,,,3,11/16/18,bb35b433-ed48-556f-bdee-43b201532bbb,5/3/22 14:52
https://www.netflix.com/title/80239866,Sweet Magnolias,TVSeries,"Lifelong friends Maddie, Helen and Dana Sue lift each other up as they juggle relationships, family and careers in the small, Southern town of Serenity.",16,TV Shows Based on Books,,5/19/20,"22,400,000","JoAnna Garcia Swisher, Brooke Elliott, Heather Headley, Chris Klein, Justin Bruening, Logan Allen, Anneliese Judge, Carson Rowland, Jamie Lynn Spears, Dion Johnstone, Chris Medlin, Brandon Quinn",,,,,2,5/19/20,797f2eef-2ba3-5ad6-a8ee-fd35c41847e6,5/3/22 14:53
https://www.netflix.com/title/81221380,Sweet Tooth,TVSeries,"On a perilous adventure across a post-apocalyptic world, a lovable boy who's half-human and half-deer searches for a new beginning with a gruff protector.",16,Fantasy TV Shows,,6/4/21,"89,000,000","Nonso Anozie, Christian Convery, Adeel Akhtar, Stefania LaVie Owen, Dania Ramirez, Aliza Vellani, Will Forte, James Brolin, Neil Sandilands, Mia Artemis",,,,,1,6/4/21,08ba3d16-60d8-590f-acf9-b258c4edf5ae,5/3/22 14:53
https://www.netflix.com/title/80095697,Disenchantment,TVSeries,"Princess duties call, but she'd rather be drinking. Free-spirited Bean exasperates the king as she wreaks havoc with her demon and elf pals.",16,Fantasy TV Shows,,8/17/18,"15,300,000","Abbi Jacobson, Eric André, Nat Faxon, John DiMaggio, Tress MacNeille, Matt Berry, David Herman, Maurice LaMarche, Lucy Montgomery, Billy West, Richard Ayoade",,Matt Groening,,,4,8/17/18,90335f87-053f-5580-ad03-a6cb3bf3ae51,5/3/22 14:53
https://www.netflix.com/title/81158472,Bigbug,Movie,"Humans have ceded most tasks to AI in 2045, even in nostalgic Alice's home. So when robots stage a coup, her androids protectively lock her doors.",18,Sci-Fi Movies,1h 51m,2/11/22,"2,700,000","Elsa Zylberstein, Isabelle Nanty, Stéphane De Groodt, Claude Perron, Youssef Hajdi, Claire Chust, François Levantal, Alban Lenoir, André Dussollier, Marysole Fertard, Hélie Thonnat",Jean-Pierre Jeunet,,"English, French - Audio Description, French [Original]","English, English, French",,,9816e5c1-06ea-54ec-b186-79e57a59f510,5/3/22 14:53
https://www.netflix.com/title/81132961,True Story,TVSeries,A world-famous comedian desperately searches for a way out after a night in Philadelphia with his brother threatens to sabotage more than his success.,18,TV Thrillers,,11/24/21,"5,300,000","Kevin Hart, Wesley Snipes, Tawny Newsome, Theo Rossi, Will Catlett, Paul Adelstein, Ash Santos, John Ales, Chris Diamantopoulos, Lauren London, Billy Zane",,Eric Newman,,,1,11/24/21,8893fc21-6606-5278-ac9b-a92c7c085ddb,5/3/22 14:53
https://www.netflix.com/title/80245103,Halston,TVSeries,His name built an empire. His style defined an era. American fashion designer Halston skyrockets to fame before his life starts to spin out of control.,18,TV Shows Based on Books,,5/14/21,"1,900,000","Ewan McGregor, Bill Pullman, Rebecca Dayan, David Pittu, Krysta Rodriguez, Rory Culkin, Vera Farmiga, Gian Franco Rodriguez, Sullivan Jones, Kelly Bishop, Dilone, James Waterston, Jason Kravits, Mary Beth Peil",Daniel Minahan,,,,1,5/14/21,8545b9fe-707d-5dad-8a6a-fda51063f374,5/3/22 14:53
https://www.netflix.com/title/81011098,Young Wallander,TVSeries,"When he personally witnesses a bizarre murder, rookie cop Kurt Wallander gets tapped to help investigate in this origin story of the popular character.",16,TV Mysteries,,9/3/20,"5,800,000","Adam Pålsson, Richard Dillane, Leanne Best, Yasen Atour, Ellise Chappell, Tomiwa Edun, Sara Seyed, Lisa Hammond, Josef Davies",,Ben Harris,,,2,9/3/20,5da3f313-2b82-5291-8cf6-7a354ea84ad9,5/3/22 14:53
https://www.netflix.com/title/80232398,Bridgerton,TVSeries,The eight close-knit siblings of the Bridgerton family look for love and happiness in London high society. Inspired by Julia Quinn's bestselling novels.,18,TV Shows Based on Books,,12/25/20,"136,600,000","Adjoa Andoh, Julie Andrews, Lorraine Ashbourne, Jonathan Bailey, Ruby Barker, Sabrina Bartlett, Harriet Cains, Bessie Carter, Nicola Coughlan, Phoebe Dynevor, Ruth Gemmell, Florence Hunt, Claudia Jessie, Ben Miller, Luke Newton, Regé-Jean Page, Golda Rosheuvel, Luke Thompson, Will Tilston, Polly Walker, Simone Ashley, Charithra Chandran, Shelley Conn, Calam Lynch, Rupert Young",,Chris Van Dusen,,,1,12/25/20,b4b6a90c-2f80-5e10-bb2a-47029c584ec8,5/3/22 14:53
https://www.netflix.com/title/80186863,The Umbrella Academy,TVSeries,"Reunited by their father's death, estranged siblings with extraordinary powers uncover shocking family secrets -- and a looming threat to humanity.",16,TV Action & Adventure,,2/15/19,"30,600,000","Elliot Page, Tom Hopper, David Castañeda, Emmy Raver-Lampman, Robert Sheehan, Aidan Gallagher, Justin H. Min, Ritu Arya, Yusuf Gatewood, Marin Ireland, Adam Godley, Kate Walsh, Colm Feore, Cameron Britton, Mary J. Blige",,Steve Blackman,,,2,2/15/19,efa2b1ee-99cf-5e00-8a0f-af225254ff0d,5/3/22 14:53
https://www.netflix.com/title/80025678,The Crown,TVSeries,"Based on historical events, this series dramatizes the story of Queen Elizabeth II and the political and personal events that have shaped her reign.",18,TV Dramas,,11/4/16,"42,400,000","Olivia Colman, Helena Bonham Carter, Tobias Menzies, Claire Foy, John Lithgow, Matt Smith, Vanessa Kirby, Gillian Anderson, Josh O'Connor, Emma Corrin, Marion Bailey, Jared Harris, Victoria Hamilton, Eileen Atkins, Jeremy Northam, Alex Jennings, Ben Miles, Pip Torrens, Will Keen, Harry Hadden-Paton, Daniel Ings, Greg Wise, Harriet Walter, Lia Williams, Matthew Goode, Anton Lesser, Ben Daniels, Jason Watkins, Charles Dance, Emerald Fennell, Erin Doherty",,Peter Morgan,,,4,11/4/16,83cec79a-95f0-5e9f-ab36-d4564d107a9f,5/3/22 14:53
https://www.netflix.com/title/80124522,Maniac,TVSeries,Two struggling strangers connect during a mind-bending pharmaceutical trial involving a doctor with mother issues and an emotionally complex computer.,18,TV Dramas,,9/21/18,"4,500,000","Emma Stone, Jonah Hill, Justin Theroux, Sally Field, Gabriel Byrne, Sonoya Mizuno, Julia Garner, Billy Magnussen, Jemima Kirke",,Patrick Somerville,,,1,9/21/18,2a8d3ffe-bf1d-5f51-98c9-b89ccd5ce7d7,5/3/22 14:53
https://www.netflix.com/title/81414099,Home Team,Movie,Suspended NFL coach Sean Payton hopes to reconnect with his son by coaching his hapless youth football team in this family comedy based on a true story.,7,US Movies,1h 39m,1/28/22,"17,800,000","Kevin James, Taylor Lautner, Rob Schneider, Jackie Sandler, Gary Valentine, Lavell Crawford, Chloe Fineman, Tait Blum, Maxwell Simkins, Jacob Perez, Bryant Tardy, Manny Magnus, Liam Kyle, Christopher Farrar, Merek Mastrov, Isaiah Mustafa, Jared Sandler","Charles Kinnane, Daniel Kinnane",,"English - Audio Description, English [Original], Hindi, Tamil, Telugu",English,,,4c8fadce-600d-5e0b-a325-45b01f5088a0,5/3/22 14:53
https://www.netflix.com/title/80192098,Money Heist,TVSeries,Eight thieves take hostages and lock themselves in the Royal Mint of Spain as a criminal mastermind manipulates the police to carry out his plan.,18,TV Thrillers,,7/19/19,"33,700,000","Úrsula Corberó, Álvaro Morte, Itziar Ituño, Pedro Alonso, Miguel Herrán, Jaime Lorente, Esther Acebo, Darko Perić, Hovik Keuchkerian, Luka Peroš, Belén Cuesta, Fernando Cayo, Rodrigo de la Serna, Najwa Nimri, Fernando Soto, Mario de la Rosa, Antonio Romero, Mikel Bustamante, José Manuel Seda, Ramón Agirre, Alba Flores, Enrique Arce, Patrick Criado, Diana Gómez, Miguel Ángel Silvestre, Paco Tous, José Manuel Poga, Kiti Mánver, María Pedraza",,Álex Pina,,,5,7/19/19,cb7efb91-8b08-5b7f-abfb-1fe9b68ec47f,5/3/22 14:53
